Twitter handle/screen name	Number of followers	Number following	Location	Link	Description	Created_At	Statuses_Count	Favourites_Count	Default_Profile	Default_Profile_Image
StillLes4Hill	12787	11803	United States	https://twitter.com/StillLes4Hill	"📎 Journalist, mkting. Facts matter. Trump turned my optimism to snark. #Resistance #Impeach #GunSense #SheWon #LGBTQ #BLM @HillaryClinton Followed by Pelosi😃🌊🌊🌊"	10/10/15 18:05	59556	78196	FALSE	FALSE
awbertholf	446	1735	"Kansas City, MO"	https://twitter.com/awbertholf	"Writer and editor. Sports. Jayhawks, Royals, Chiefs"	2/21/09 19:48	3524	2473	FALSE	FALSE
ctlss	10685	11768	"Troy, MO"	https://twitter.com/ctlss	Christ follower wife mother grammy old hippie #cancersurvivor #SLE #Fibro #Sjogrens #RA #MeToo #BLM #TheResistance #VoicesResisting #DemsWork4USA #FBR🦎💜	9/26/08 19:29	48259	80090	FALSE	FALSE
Kjerstivane	476	1278	Norway / Iran / USA / South Af	https://twitter.com/Kjerstivane	"I'm a happy woman playing the game of Life. Married. International spirit. Learning to be a better person. Thank you for educating tweets, tweeps! :)"	7/24/08 13:47	1513	71198	FALSE	FALSE
not_seaworthy	42	737		https://twitter.com/not_seaworthy		1/23/11 23:37	1003	1278	TRUE	FALSE
Ericalynn15782	281	2193		https://twitter.com/Ericalynn15782	I use this as my news source. And stuff.	5/10/10 17:20	13168	63788	TRUE	FALSE
Intentionality4	2338	3044		https://twitter.com/Intentionality4	"🚨I always appreciate follows, but be aware that I drag that Socialist schmuck's ass hard. If this offends you, I might not be the Democrat for you."	8/8/15 14:02	62927	112683	TRUE	FALSE
travis_tg	24	48	A rock in the Milky way	https://twitter.com/travis_tg		1/5/13 22:21	2180	4870	TRUE	FALSE
BrianKavanaghNY	9431	8414	Manhattan & Brooklyn	https://twitter.com/BrianKavanaghNY	"Senate Housing Chair. Election reform, gun violence, environment, economic/social justice. Irish. From SI. Regis, Princeton, NYU Law. Dem/WFP. #ThePeoplesWork"	1/22/12 21:36	4481	282	FALSE	FALSE
TeamBosleyMO79	283	190	"St Louis, MO"	https://twitter.com/TeamBosleyMO79	Business Owner | Student | Learner | Advocate For POSITIVE Social Change | State Rep for District 79 | Bring Your Own Chair-Shirley Chisholm	4/25/18 0:58	389	411	TRUE	FALSE
tandcmo	0	654		https://twitter.com/tandcmo		3/21/18 19:22	0	20	TRUE	TRUE
Scags2	13	102		https://twitter.com/Scags2		5/1/11 12:06	0	6	TRUE	TRUE
Bill_Donehoo	1426	3695	"St. Charles, IL"	https://twitter.com/Bill_Donehoo	Proud @WascoBaseball Coach. Dad/Husband/Host Dad. Ready to #DoTheWork by supporting Congresswoman-Elect Underwood and Sheriff-Elect Hain.	1/12/13 15:06	1769	67044	TRUE	FALSE
jim4bama	246	798	Missouri	https://twitter.com/jim4bama	"businessman, blues lover and Bama fanaticCharity Blues Festival founder"	3/22/12 13:53	2426	5084	TRUE	FALSE
barrelproofxxx	2013	4946	"In My Office, or Twitter Jail"	https://twitter.com/barrelproofxxx	i was gonna check out FB and IG but i saw all you ducks over here! #JustAskKarenInHR	6/30/15 20:20	6786	56846	TRUE	FALSE
ANelson594	6	284		https://twitter.com/ANelson594		2/7/18 4:32	51	5	TRUE	FALSE
_AMReilly	240	997	"St Louis, MO"	https://twitter.com/_AMReilly	"STL. Aspiring sociologist: collective violence, social and labor movements, race, masculinity, early 20th century"	5/25/10 7:55	1149	5608	FALSE	FALSE
drmills2009	4	53	"Camdenton, MO"	https://twitter.com/drmills2009	🖖	12/18/10 15:42	10	10	FALSE	FALSE
VossLily	3366	5001		https://twitter.com/VossLily		2/8/16 0:44	115041	124935	TRUE	FALSE
LisaAlvars	14	86	KU Heaven	https://twitter.com/LisaAlvars	Just cruzn thru	8/8/12 18:24	69	4	TRUE	FALSE
oliveann7	9	174		https://twitter.com/oliveann7		9/7/15 14:07	48	414	TRUE	TRUE
Frank_K_Jr	10841	10655	"Pittsburg, KS"	https://twitter.com/Frank_K_Jr	"Father, Chiefs Fan, Poet, Author. Proud Liberal, I Block Spammers, Scammers, Bots and  Trumplodites #resist #BlueTsunami2018 #TrollSlayer #FBR #REV✊ 🚫 DM"	3/19/13 7:46	16184	13553	FALSE	FALSE
TheGOPJesus	10175	8854		https://twitter.com/TheGOPJesus	"Politicians who cut social safety nets will have a special place set aside for them in heaven. Well, maybe not heaven..."	2/15/12 19:57	187211	125260	FALSE	FALSE
zglmoo	423	349		https://twitter.com/zglmoo	Just trying to make a difference.	1/12/13 15:05	8481	7814	TRUE	FALSE
DunklinDems	12	74	"Kennett, MO"	https://twitter.com/DunklinDems	The High School Democrats of Dunklin County is a group of teens dedicated to fighting for Democratic ideals. Welcome to our page.	8/11/18 1:23	40	84	TRUE	FALSE
lulugabbiz	75	351	"California, USA"	https://twitter.com/lulugabbiz	"Kids TV writer by day. And I guess by night too. Basically, an alt-grown-up."	10/23/12 4:22	72	7278	TRUE	FALSE
Delene06678002	1533	3416	"Missouri, USA"	https://twitter.com/Delene06678002	"Peter, Paul, Mary fan Protestor"	1/17/18 0:12	44986	80306	TRUE	TRUE
MerryDrew1	841	4820		https://twitter.com/MerryDrew1	"Christian music lover, cat lover, rescuer and Siamese foster mom, been at same job 35 years, sing in Kearney United Methodist Church choir"	8/11/12 17:35	2624	950	TRUE	FALSE
solarstormwind	208	477	Everywhere and nowhere	https://twitter.com/solarstormwind	Scientist of the universal constructInformant for advanced intelligenceCommander of the AnunnakiCreator destroyer and  revealer of the matrixAgent of God	2/3/15 2:06	12569	9259	FALSE	FALSE
DavidLe15699044	4	109		https://twitter.com/DavidLe15699044		8/23/18 7:08	0	0	TRUE	FALSE
evalani123	566	743	St Louis MO USA	https://twitter.com/evalani123	"just another stinking liberal slugging it out one dirty look at a time / live big, dream bigger"	7/14/09 23:32	1276	1267	TRUE	FALSE
RU_Democrats	32	58	"Kansas City, MO"	https://twitter.com/RU_Democrats		8/29/18 0:42	10	13	FALSE	FALSE
PryorAline	15	459		https://twitter.com/PryorAline		11/27/16 2:08	7	3	TRUE	TRUE
DrCGould	1022	832	"Jefferson City, MO"	https://twitter.com/DrCGould	"Mother, Pastor, Prophetic Preacher, Social Justice Activist, Executive Director Missouri Faith Voices, Business Owner, Co-Founder Women of The Cloth"	9/7/08 4:06	4208	1480	FALSE	FALSE
Hicks5Garrett	70	1546	"Missouri, USA"	https://twitter.com/Hicks5Garrett	Rms⚾️🏀#8⚾️15🏀@newbalance	3/30/18 4:33	1092	106	TRUE	FALSE
GreenspanAdam	214	419	"Washington, DC"	https://twitter.com/GreenspanAdam	"Software Developer @NGPVAN; former Data for @MoDemParty; @ChrisMurphyCT, @WendyDavis & @marthacoakley alum. Tufts A17, Pearce HS '13. Proud Texan and Jumbo"	11/25/12 18:14	305	820	TRUE	FALSE
sulay13189363	72	1356	Gambia	https://twitter.com/sulay13189363		8/28/18 2:50	3	3	TRUE	FALSE
DdaannHhaanniiu	3313	4004		https://twitter.com/DdaannHhaanniiu	sorry. trolls like to use bios to attack...#resistance	9/15/17 18:59	68456	57446	TRUE	FALSE
fuzeblue2	49	188	USA	https://twitter.com/fuzeblue2		5/18/11 3:23	670	38	FALSE	FALSE
swimbikerun811	76	924	"Missouri, USA"	https://twitter.com/swimbikerun811	"Dad, husband, veteran, wannabe triathlete."	2/25/09 16:54	3	1445	FALSE	FALSE
metzl	145	516		https://twitter.com/metzl	Kansas City girl living in St. Louis	8/20/12 2:09	2589	7044	TRUE	FALSE
purblue	210	803	United States	https://twitter.com/purblue	Coastal Mountain spirit stuck in Midwest! Wife Mom GRANDmom to two awesome kids and Grandpups! Voracious reader # resistance	5/6/09 19:03	2209	67381	FALSE	FALSE
3220mccaskill	22	11		https://twitter.com/3220mccaskill	Class Assignment-Not affiliated with actual campaign.	8/28/18 15:34	40	0	TRUE	FALSE
ImTedRoosevelt	200	335		https://twitter.com/ImTedRoosevelt		8/9/11 4:10	388	597	TRUE	FALSE
agaape	1022	4905	"Seoul,Republic of  Korea"	https://twitter.com/agaape	영혼을 치유하고 세상을 아름답게 변화시키는데 한알의 밀알이 되고픈 순례자 ..합신 청주선교교회 담임목사	6/18/09 22:39	2213	495	FALSE	FALSE
BaldguyTV	157	541	"Unionville, MO"	https://twitter.com/BaldguyTV	Just marking time here.	9/24/08 22:22	459	301	TRUE	FALSE
normanwlucas	416	848	"ÜT: 37.835868,-90.500714"	https://twitter.com/normanwlucas	"Norman Lucas: a Christian who recalls that the phrase 'bleeding heart liberal' refers to the heart of Jesus.  Also co-creator of Audra, Allison, Jerid & Jenna"	2/20/10 17:56	18855	13567	FALSE	FALSE
runningis4women	2	218		https://twitter.com/runningis4women	More women than ever are running for political offices. Show your support for this historic movement. #BlueWave2018 #TheResistance	8/26/18 17:10	55	178	FALSE	FALSE
Show_Me_Equal	300	1669	Southern MO 	https://twitter.com/Show_Me_Equal	Mad as hell #Leftwing #Progressive #IntersectionalFeminist #HobbyFarmer trying to survive in a dystopia of Alt-Righters.	8/20/09 16:47	3041	6014	TRUE	FALSE
DorieRogers	1358	2890		https://twitter.com/DorieRogers	🤡💩🍄must go !	2/21/13 18:30	33844	40953	TRUE	FALSE
Jaquableu	56	3444	"Tarpon Springs, FL"	https://twitter.com/Jaquableu	Florida girl here.  6th generation.  Barefoot and laid back. Born the day Kennedy was elected! Progressive Democrat and proud of it.	7/21/09 23:00	363	406	FALSE	FALSE
heather_mir	0	98		https://twitter.com/heather_mir		4/18/18 0:10	0	0	TRUE	FALSE
myparentdepot	1349	2181	United States	https://twitter.com/myparentdepot	"Husband, Father, Writer, GamPaw, Coach, Marathoner. Lover of BBQ, soccer, baseball, golf and the potential of creation.  BREATHE TRUST LAUGH SEEK HOPE LOVE SEE"	1/6/14 17:52	3986	1642	TRUE	FALSE
theemilylinden	265	1132		https://twitter.com/theemilylinden	Michigander. Spartan. Democrat.	3/20/14 15:37	702	2960	FALSE	FALSE
NickJauffret	79	196	"Santa Barbara, CA"	https://twitter.com/NickJauffret	6’1	1/19/16 7:44	80	7664	TRUE	FALSE
DanaLMallory	12	262		https://twitter.com/DanaLMallory		10/19/12 5:21	649	856	TRUE	FALSE
MattWallach1	16	117	"Hillsboro, MO"	https://twitter.com/MattWallach1	Experienced Professional Mobile DJ & MC	10/10/12 12:27	19	2	TRUE	FALSE
polisciguy2011	485	1404	"Providence, RI"	https://twitter.com/polisciguy2011	"28. Male. PhD Candidate at Northeastern: human security, IR/Comparative. Democrat. Liberal. Eternal theatre fan. Tweets are my own. RT≠endorsement. (He/him/his)"	4/25/17 15:17	22257	50242	FALSE	FALSE
ejheisel	285	1794	"Saint Louis, Missouri"	https://twitter.com/ejheisel	Lawyer and farmer in Missouri.	12/26/12 5:25	1538	12626	TRUE	FALSE
AutumnL35172601	164	2841	"Valley Station, KY"	https://twitter.com/AutumnL35172601	Business & Finance Memes Celebrity Classic Rock Country NASCAR Politics Trending Humanitarian Food Metal NASCAR R&B/Soul Pop Culture Basketball	8/26/18 20:22	128	587	TRUE	FALSE
fluffladee	20	158		https://twitter.com/fluffladee	"Proud boomer, fitness fanatic, spiritual seeker"	2/7/10 21:49	0	28	TRUE	FALSE
MISSOURIRESIST1	75	2183	"Missouri, USA"	https://twitter.com/MISSOURIRESIST1	"Missouri actor, writer, director Also did Bodyguard work and am in 5 MTV shows 10 Videos Motley Crue Home Sweet Home, Still Loving You My Supersweet 16"	8/26/18 19:27	809	64	TRUE	FALSE
zulu1961	527	4826	"Chicago, Illinois, U.S.A."	https://twitter.com/zulu1961	"🇯🇲 Warrior, U.S.A.F. I neither believe in magic nor in coincidence. Free GAZA. INTJ. Survivor. #Penceknew #VetsAgainstTrump. Turn up the bass 🔊 🎸"	2/15/09 23:39	9635	11062	FALSE	FALSE
WobotJax	0	90		https://twitter.com/WobotJax		4/30/17 18:23	0	0	FALSE	FALSE
CadenceRyanne	561	2962		https://twitter.com/CadenceRyanne	"History, poly sci wonk 🤓 intersectional feminist fashionista because it's ok to be smart, beautiful, or any thing I choose. #iggle #iggppc I consume books."	3/22/09 15:29	9800	14655	FALSE	FALSE
lesleasays	1107	4368	Shell Knob Mo 	https://twitter.com/lesleasays	Just a person with questions and opinions. Some wrong some right. Liberal and lots of interests! Worked in EMS 30+ yrs RT doesn't mean I agree with it! #resist	4/4/11 16:04	41567	27234	FALSE	FALSE
DavidCo60408705	1	104	Kcmo	https://twitter.com/DavidCo60408705	Citizen	5/30/18 2:55	92	67	TRUE	TRUE
jets21027	3670	5000	ballston spa ny	https://twitter.com/jets21027	trump hater! blue wave crashes this fall! time to kick the gop out of America	5/15/11 16:23	85033	58299	TRUE	FALSE
kansascitytom	145	1963	"Kansas City, MO"	https://twitter.com/kansascitytom		12/28/11 3:45	2705	4090	TRUE	FALSE
timspringa	978	568	"Blue Springa, MO"	https://twitter.com/timspringa	🆒	2/20/12 12:37	44	12196	FALSE	FALSE
beth_sides4	41	1527		https://twitter.com/beth_sides4		1/19/12 0:40	813	937	TRUE	FALSE
lnsq5d	13	495		https://twitter.com/lnsq5d		8/19/12 8:56	170	13787	TRUE	TRUE
Car1Chris	263	1147	"St Louis, MO"	https://twitter.com/Car1Chris	Help those who can’t help themselves. Love those who don’t know how to love. Stand true too all the people that can’t protect themselves. Love Love Your Soul.	10/8/15 21:07	220	1434	TRUE	FALSE
Teamwefine1	59	419		https://twitter.com/Teamwefine1		2/26/16 19:41	3717	10693	TRUE	FALSE
nathaniel_paul	122	4874		https://twitter.com/nathaniel_paul		8/15/18 11:48	20	349	TRUE	FALSE
sheree_bouchard	728	891		https://twitter.com/sheree_bouchard	Mother. Grandmother. Old enough to remember the times of JF Kennedy. Martin Luther King. Bobby Kennedy. Wasn't old enough to protest then. NOW I RESIST!🌊🌊	6/30/17 0:46	5643	84047	TRUE	FALSE
larryMO314	881	2803	"St Louis, MO"	https://twitter.com/larryMO314	STL|SLU👨🏽‍🎓|Webster U📚|Leader|Ambassador|Connector|MANUPSTL|Mentor|🎯🧔🏾	5/9/14 14:05	6757	8284	TRUE	FALSE
TheSkyCouldFall	23	347	"St Louis, MO"	https://twitter.com/TheSkyCouldFall	Some girl in St. Louis interested in politics and science and other random stuff.	9/30/16 15:50	242	401	TRUE	FALSE
crow1and	0	134		https://twitter.com/crow1and		5/25/12 0:14	0	17	TRUE	TRUE
Pamsgirlfriend	1427	2736	"Missouri, USA"	https://twitter.com/Pamsgirlfriend	Put down Hillary=🚫 Women's March DC ‘16 #Resist 🏳️‍🌈 #BLM #ActiveMeasures #StillWithHer	5/15/11 0:32	5780	10859	TRUE	FALSE
marymclane	1902	3559	Myrtle Beach	https://twitter.com/marymclane	"flaming liberal. Believer in Democracy. Healthcare for all. Lover of Country, True Patriot #Resist #FBR #SaveThePlanet #SaveTheButterflies"	1/21/09 12:41	1408	2421	FALSE	FALSE
MOHouseVictory	121	143	"Jefferson City, MO"	https://twitter.com/MOHouseVictory	The House Victory Committee is the official campaign committee for the Missouri House Democratic Caucus.	8/23/18 17:46	70	48	TRUE	FALSE
das8track	66	218	"Lee's Summit, MO"	https://twitter.com/das8track	"Professional 3D Artist, VR Developer, father, husband, Trekkie, animal lover."	9/14/11 5:59	744	2269	FALSE	FALSE
JaneEdithWilson	1535	2058	"Los Angeles, CA"	https://twitter.com/JaneEdithWilson	"Cali Mom, Iowa roots #MomsDemand #BLM 🌈 #NewGreenDeal #RefugeesWelcome https://t.co/63qUub5ztm Artsy Fartsy, Leftwing Nutjob"	9/24/12 5:42	6922	6465	FALSE	FALSE
LaurenMarsh15	87	161		https://twitter.com/LaurenMarsh15		3/14/14 21:43	201	842	TRUE	FALSE
andrewnorthern2	531	863		https://twitter.com/andrewnorthern2	MIZ | gamerURL |	2/12/14 4:28	10159	20778	FALSE	FALSE
MCClownpenis	33	416	"North Dakota, USA"	https://twitter.com/MCClownpenis	Just a moderate dude that is sick of what the modern Republican party and Evangelical Church has done to throw this country into a tailspin.	3/7/18 2:14	1088	2811	TRUE	FALSE
GeorgeSells	3403	1392	"St. Louis, MO"	https://twitter.com/GeorgeSells	"Communications and VR content pro  running George Sells Media, and seeking new opportunities. PR? VR? I've got you covered! Retweets are not endorsements"	3/14/08 20:40	5715	400	FALSE	FALSE
BrookeJ_Collier	61	214	"Missouri, USA"	https://twitter.com/BrookeJ_Collier		1/19/17 19:56	240	531	TRUE	FALSE
lmbuckman	132	835	"Monroe City, MO"	https://twitter.com/lmbuckman	Instagram: mr.buckman	6/9/16 23:53	291	3931	FALSE	FALSE
frederickhiller	3192	4996	"Colorado, USA"	https://twitter.com/frederickhiller	"Concerned Citizen, Political Activist, Musician, Artist, philosopher. Father, Caught in a World I never made, but determined to save LIfe on Earth from FASCISM."	7/28/11 9:48	97565	31224	FALSE	FALSE
NAXQUE	2260	4246	"Missouri, USA"	https://twitter.com/NAXQUE	Past St Ferdinand Comm man RET. POLICE SGT. Former Bodyguard/Rd Mgr. to the Stars. Support us at https://t.co/QhlMXdyL3D Blessing our community is what we do.	2/12/11 13:50	25089	17331	FALSE	FALSE
ekimnannah	1609	5001		https://twitter.com/ekimnannah		3/8/14 2:55	3722	19723	TRUE	FALSE
lambzy12	2711	4996		https://twitter.com/lambzy12	#RESISTANCE Proud Nasty❄ Save the world from this 🐱👋🇷🇺💓✌💩🐴🐷Professional Lay Down Comedian !	2/3/17 19:31	41683	18860	TRUE	FALSE
CoreyRayHorn	356	273	"Kentucky, USA"	https://twitter.com/CoreyRayHorn	"English Ed., MSU class of 2020, Diet Coke aficionado, Dogs🐶, Slave to Hardee’s"	12/6/13 21:35	422	1546	FALSE	FALSE
cleetonh	26	178		https://twitter.com/cleetonh		8/28/15 18:54	6	1	TRUE	FALSE
HJordan_16	23	101	"St Louis, MO"	https://twitter.com/HJordan_16	Debater Esquire	1/16/09 3:04	45	417	FALSE	FALSE
Mamatsg	166	462		https://twitter.com/Mamatsg	"Jill of all trades; master of most, aka Mom. Sports fan. Mizzou undergrad. Wash U Law. Teacher. Lawyer. Flawed Jesus follower. Mostly a student of the world."	8/18/10 18:50	7267	36140	TRUE	FALSE
1crankybroad	709	1241	"Michigan, USA"	https://twitter.com/1crankybroad	#resist #impeachtheMF	2/28/15 17:38	1488	54817	TRUE	FALSE
CKinKC55	250	1507	"Kansas City, MO"	https://twitter.com/CKinKC55	"Retired Educator (Supervisor of Special Services), grandfather, living in KCMO. vacation at the Jersey Shore."	4/18/14 17:25	966	6488	TRUE	FALSE
AngelaDanzi1	54	606		https://twitter.com/AngelaDanzi1		5/4/11 11:51	314	2799	TRUE	FALSE
mpurtell22	229	492		https://twitter.com/mpurtell22	SLU Class of 2019 ΑΦΩ	10/5/12 1:08	367	5052	TRUE	FALSE
hvwildcatvoice	719	3206	Harrisonville MO	https://twitter.com/hvwildcatvoice	Husband/Father/Broadcaster/                          Old College Student/Mizzou/Royals/ My opinions are mine like em or not you will know where you stand	11/11/11 15:47	6144	945	FALSE	FALSE
HeatherDwight	8	52	"Boulder, CO"	https://twitter.com/HeatherDwight	Owner at @callunaevents	8/2/18 21:35	58	486	FALSE	FALSE
GDHauschild	597	2413	"Duluth, MN"	https://twitter.com/GDHauschild	Former Political Director at U.S. Senator @HeidiHeitkamp. Newly Minnesotan & proud Duluthian	5/28/11 4:56	1943	3469	FALSE	FALSE
OysterReeves	25	208		https://twitter.com/OysterReeves	all my own opinions	8/21/18 17:43	104	355	FALSE	FALSE
SeanMoran3	1049	4838	Mordor	https://twitter.com/SeanMoran3	Policy Reporter @breitbart @gettysburg alum	4/23/11 4:01	2565	10047	FALSE	FALSE
MDGANDHI	240	389	"Tampa, FL"	https://twitter.com/MDGANDHI	editor-in-chief @thehoya • studying women's history @georgetownsfs • noticeably shorter than most people • lukewarm takes are my own	8/16/09 0:52	499	4135	FALSE	FALSE
spartand34	1141	1781	The University of Oklahoma	https://twitter.com/spartand34	"Cute animals, Political Opinions, Election maps and the occasional funny joke! All for the low, low price of hitting the follow button. (He/Him/His)"	10/23/12 3:50	19921	22341	TRUE	FALSE
ChiefExecBear	7968	4850	"St. Louis, MO"	https://twitter.com/ChiefExecBear	Founder & former CEB Build-A-Bear Workshop. Now Inspirator of the Delmar Divine. Views & opinions expressed are completely my own.	6/26/08 0:49	23525	20228	FALSE	FALSE
Crystalelf2	188	4999	대한민국 경기도	https://twitter.com/Crystalelf2		8/28/17 13:12	424	862	TRUE	FALSE
SFH_Affton	12	26	"Affton, MO"	https://twitter.com/SFH_Affton	A youth organization focused on promoting civil rights and addressing social justice issues.	5/24/18 13:35	16	19	FALSE	FALSE
JacobZionce	172	510		https://twitter.com/JacobZionce	Currently lawyering in DC. Most recently @Team_Harbaugh. Always a Blue Devil. In search of a great story and the perfect fitting sock.	11/21/11 7:13	414	143	FALSE	FALSE
wpmithun	592	3926	"New York, USA"	https://twitter.com/wpmithun	"I am a professional graphics designer,we design a company-logo-HQ Quality + 24 x 7 Vip support #wpmithun #logo #logodesign #logotype #modern #handwriting"	11/26/16 16:51	175	253	FALSE	FALSE
MOAFLCIO	4943	1031	"Jefferson City, MO"	https://twitter.com/MOAFLCIO	Working hard for all Missourians to achieve economic and social justice.	8/13/10 0:22	4004	683	TRUE	FALSE
merldorsey	39	231	"Florissant, MO"	https://twitter.com/merldorsey	Attorney; avid Cardinals fan	8/17/11 15:24	2682	8702	TRUE	FALSE
votezahra	2808	4943	"Lawrenceville, Ga"	https://twitter.com/votezahra	"Wife, Mother, Military Veteran, Former Federal Prosecutor. As your Senator, I will put your interests ahead of politics. Join our team!"	8/23/17 15:24	2606	1913	TRUE	FALSE
ashpocalypse23	196	249	"Missouri, USA"	https://twitter.com/ashpocalypse23	Environmental Scientist. Fan of cats and politics. Provider of occasional witty commentary.	10/9/15 5:51	2162	7379	TRUE	FALSE
womenscongress1	27	157	"Washington, DC"	https://twitter.com/womenscongress1	A non-profit foundation to support @womenscsa and women beginning their career on Capitol Hill.	8/11/18 19:18	80	5	TRUE	FALSE
MC_CeeMak	192	392		https://twitter.com/MC_CeeMak	Despite all my rage I am still just a rat in a cage. #TheResistance	4/16/14 21:52	7137	37334	TRUE	FALSE
janethowell1	2	101		https://twitter.com/janethowell1		5/13/11 15:29	52	17	TRUE	TRUE
HeisenBarb	355	600	"St Louis, MO"	https://twitter.com/HeisenBarb		4/14/09 21:03	4013	114218	TRUE	FALSE
JoanPenderghast	67	27		https://twitter.com/JoanPenderghast	"Retired Homemaker living my golden years in Fabulous Houston, TX. ❤️ my children, grand children, my darling Arthur (RIP), and GOD above all else. 🙏🏻"	8/19/18 6:01	9	13	TRUE	FALSE
Riik_StarHill	895	1249	Everywhere	https://twitter.com/Riik_StarHill	"Skeptic, Sarcastic Politically (slightly left) If you Like it RT it  Proud to know ya'll who are fighting the good fight #WeAreTheResistance"	3/19/13 1:06	10521	9535	TRUE	FALSE
TrueHopeSears	234	1371		https://twitter.com/TrueHopeSears	https://t.co/s00BYZTXxO Constantly developing a new story in the adventure I call my life. Current town: Cedar Rapids. News producer.	6/1/12 2:04	4025	4298	FALSE	FALSE
StrykerRocket	135	688		https://twitter.com/StrykerRocket		6/8/11 5:15	22581	17336	TRUE	FALSE
Diantenis	14	112	"Saint Louis, MO"	https://twitter.com/Diantenis	"Retired middle school teacher of English and Spanish. Divorced, 74 but very active. Mother of one daughter and have two grandkids, almost 18 and 14."	4/30/09 0:40	35	268	TRUE	FALSE
nlcurtis	69	253	"Gallatin, Missouri"	https://twitter.com/nlcurtis	"Be courteous to all, but intimate with few; and let those be well-tried before you give them your confidence. - George Washington"	12/29/09 17:33	168	401	FALSE	FALSE
mjmarantz	1758	3697	Missouri	https://twitter.com/mjmarantz	"Activist, researcher, former teacher, mom. Retweets and follows do not mean endorsement. Tweets are my own opinions. Do justice, love mercy"	11/28/08 23:51	15614	24970	FALSE	FALSE
tinkhudgenscab5	172	1829	"District of Columbia, USA"	https://twitter.com/tinkhudgenscab5	#Arianator  #Selenator #MJFAM	4/20/18 12:01	74962	62409	TRUE	FALSE
IamTraci969	365	495	"Michigan, USA"	https://twitter.com/IamTraci969	"Nevertheless, she persisted #theresistance"	7/28/17 20:05	11829	19191	TRUE	FALSE
SrgnSkylar	20	147		https://twitter.com/SrgnSkylar	Parent of teenage daughters...give me grace. Left of center. I miss Obama.	12/27/15 18:37	395	1646	FALSE	FALSE
PalomaScarpaci	11	158	"Missouri, USA"	https://twitter.com/PalomaScarpaci		8/18/18 1:53	16	56	TRUE	FALSE
AddsDiversity	1764	4232		https://twitter.com/AddsDiversity	"Science and kindness. We need fact-based policy making on healthcare, gun crime, immigration, climate change, food...ok everything. Make the💧to make the 🌊"	12/17/17 9:31	34582	73949	TRUE	FALSE
Mel_borgenproj	4	93	"California, USA"	https://twitter.com/Mel_borgenproj	"California girl working to make political waves and advocate for world poverty issues. Learn more, get involved & be a part of the solution: https://t.co/PRdcLW8L6O"	10/15/17 1:24	34	6	TRUE	FALSE
BlueWaveRedCave	1388	2795		https://twitter.com/BlueWaveRedCave	"Man in the box, Independent until 2016, #GlovesOff #StillWithHer #Resistance"	4/23/18 21:06	10191	7250	TRUE	FALSE
MathisVickie	102	384	Florida	https://twitter.com/MathisVickie	"I am who I am, like me or love me...... your choice."	9/3/11 2:55	1604	2093	FALSE	FALSE
SGFNOW	11	72		https://twitter.com/SGFNOW	"Old, bald, and angry at the world! Also love home decorating and tea rooms."	7/22/14 20:03	85	24	TRUE	FALSE
Small_Frey	159	201	"Columbia, MO"	https://twitter.com/Small_Frey	Small ▪️ Fierce	2/25/11 20:59	69	6986	FALSE	FALSE
Intl_Resistance	1755	1397	London	https://twitter.com/Intl_Resistance	International Resistance: campaigning against the Trumpian slide into authoritarianism. #resist #Muelleriscoming #JusticeForJakelin #Kamala2020	2/12/17 11:15	201294	279934	TRUE	FALSE
VioletH97	0	113		https://twitter.com/VioletH97		8/29/16 19:21	0	13	TRUE	TRUE
wgwinfrey	566	1672	"Columbia, MO"	https://twitter.com/wgwinfrey	Complaining is therapeutic.	8/5/09 2:40	14914	25379	FALSE	FALSE
getshirtco	344	1497		https://twitter.com/getshirtco	"Original t-shirt designs in the realms of politics, environmentalism, science, and more!"	9/6/15 19:10	127	185	FALSE	FALSE
PatroitProffer	594	1110	"Fredericktown, MO"	https://twitter.com/PatroitProffer	"A Christian 'common sense' patriot, trying to make sense of Fake News #USMC, Vietnam era Veteran, retired #ISP and #OathKeeper!"	5/26/16 13:53	5987	9889	TRUE	FALSE
POWER4reform	200	656	"Marín, USA"	https://twitter.com/POWER4reform	"A small community of women fighting for the many, to resist the few, through persistent engagement and action. RESIST 💪🏻🤦‍♀️🌊🌊🌊"	3/3/17 6:38	1555	5252	FALSE	FALSE
mystcole	46088	37818	"San Francisco/Bay Area, CA"	https://twitter.com/mystcole	"Follow the money and remember, this is NOT normal!  💙HRC 🇺🇸 I am #TheResistance #LGBTQ 🏳️‍🌈 #BLM 🖖 #Resist ❄️#BlueWave 🌊 #F4F #WeAreThePatriots 🇺🇸🌈"	7/6/09 6:39	46384	119741	FALSE	FALSE
gobidad11	1854	4997	"North Carolina, USA"	https://twitter.com/gobidad11	LEVEL 10 M.E. WARRIOR	6/20/18 0:58	24889	14125	FALSE	FALSE
EGTheRealist	100	407	"Pittsburgh, PA"	https://twitter.com/EGTheRealist	"Pittsburgh Native | Lover of Politics, Gays, and Cloudy Days."	11/21/17 20:39	1749	13895	FALSE	FALSE
fcclimited	218	1050	"Lagos, Nigeria. "	https://twitter.com/fcclimited	Engineering | Management | Construction Construction Research	9/27/13 13:17	16204	15703	TRUE	FALSE
Laurennekol	248	884		https://twitter.com/Laurennekol	"prefers moonlight, IPAs, my 🐶, history, being in or under water, the banjo, social justice, & alone time."	3/2/09 2:55	406	4000	FALSE	FALSE
