Twitter handle/screen name	Number of followers	Number following	Location	Link	Description	Created_At	Statuses_Count	Favourites_Count	Default_Profile	Default_Profile_Image
l_krz	3396	5322		https://twitter.com/l_krz	"#FinishTheWall #Lockhimup #OmarResign #MAGA, #Trump #NRA #stopChristiangenocide #2020Trumplandslide #TRUTH #ProudofourUSMilitary,#2A, #BlueLivesMatter"	12/25/17 1:28	5047	7556	FALSE	FALSE
wrighta18	876	493	Oklahoma	https://twitter.com/wrighta18	I'm a mother of 2 beautiful children & wife of a 1 in a million man! I'm so blessed & thank GOD daily for the beauty in my life!	12/3/10 18:55	77366	165110	FALSE	FALSE
drheidibach	2584	4551	BLOOM wherever God planted you. Amen	https://twitter.com/drheidibach	1865's Carpetbags& Scalawags =today's criminal🐍emoCRAT Party: KKK's LBJ enslaving policies$$= DNC=gangster tactics. CRATS stunt morality so #RunAway. BE #MAGA	7/7/09 18:10	49259	30432	FALSE	FALSE
ewing_dave	134	245	Missouri	https://twitter.com/ewing_dave		4/6/14 0:45	512	2392	TRUE	FALSE
BryanBraga_	103	966		https://twitter.com/BryanBraga_	Libertarian Republican. #NeverTrump	8/13/17 22:12	6786	7942	FALSE	FALSE
DragonsDie1230	1573	1349	"North Carolina, USA"	https://twitter.com/DragonsDie1230	#MAGA #Trump2020 #ProLife #2A #DrainTheSwamp #BuildTheWall #FeminismIsCancer #2Genders	1/22/17 3:41	78394	162958	TRUE	FALSE
samuelclose2853	19	1438		https://twitter.com/samuelclose2853		3/13/15 2:03	1	45	TRUE	FALSE
HawleyMO	37806	1114	"Missouri, USA"	https://twitter.com/HawleyMO	"Constitutional lawyer, husband to Erin, Dad to Elijah and Blaise, US Senator from Missouri"	2/20/14 3:13	2630	380	FALSE	FALSE
SonsOfPulaski	1204	2779	"Missouri, USA"	https://twitter.com/SonsOfPulaski	"God fearing, Freedom loving, American's.  M.A.G.A"	6/25/17 14:02	15182	12444	TRUE	FALSE
mamaler	248	1139	"Lake Winnebago, MO"	https://twitter.com/mamaler	Christian .Conservative. Wife. Mother. Nanny. Patriot. Navy Mom.	3/24/09 13:03	6688	11838	FALSE	FALSE
aliwojo19	3313	2245		https://twitter.com/aliwojo19		10/28/09 20:27	262099	241567	TRUE	FALSE
Tigerz333	381	1176	 MIZ ZOU ri	https://twitter.com/Tigerz333	#2A ΜΟΛΩΝ ΛΑΒΕ #NRA Life Member	6/22/11 3:53	14139	10241	FALSE	FALSE
realTylerUnrath	119	391		https://twitter.com/realTylerUnrath	PHS Speech & Debate | PHS Golf	8/2/15 17:13	1659	13206	TRUE	FALSE
LizKCTV5	2584	1868	KCTV5 - Kansas City	https://twitter.com/LizKCTV5	Executive News Producer	9/4/10 0:42	3661	367	FALSE	FALSE
JCBERDOO	20700	20587	SAN BERNARDINO CALIFORNIA USA	https://twitter.com/JCBERDOO	BERDOO #1 American Hardrock & Roll Heavy Metal Biker Band San Bernardino CA 8 Albums 5000 Shows #Berdoo #JCBerdoo #JediGuitarist #MadeInUsaMetalTour 🇺🇸	7/3/09 22:13	758	10839	FALSE	FALSE
Patrick12900506	42	539		https://twitter.com/Patrick12900506		9/12/12 12:39	4278	9252	TRUE	TRUE
KyleandRenee2	96	408	United States	https://twitter.com/KyleandRenee2		7/20/18 22:09	5400	15553	TRUE	FALSE
lmirone777	334	539	"Windham, Maine"	https://twitter.com/lmirone777	"Retired School Teacher, Mother of four daughters, Lover of Jesus"	3/8/09 10:50	40052	4585	FALSE	FALSE
saminhim	13791	14175	LEE'S SUMMIT MO	https://twitter.com/saminhim	"American Veteran, United States Air force,Vietnam Era,President Founder the Christian Conservative Party. Born and raised in Newark, New Jersey"	11/4/10 20:55	375578	254652	FALSE	FALSE
PolitiChatters	25514	28165	"Las Vegas, Nevada"	https://twitter.com/PolitiChatters	https://t.co/866WCl9IZh is a new social media platform that welcomes viewpoints from all sides creating Robust UnCensored Political Debate. Watch for the Launch	1/30/15 15:23	19370	26507	FALSE	FALSE
madharts	9244	9145	Just beyond your line of sight	https://twitter.com/madharts	IF WE KEEP LETTING THEM IN WE'RE GOING TO BE A SHITHOLE TOO.  #MAGA #2A #NATIONALIST #GSDs #NRA	5/24/15 2:52	28827	21278	TRUE	FALSE
donte_hammond	1708	2133	The Jungle	https://twitter.com/donte_hammond	"Three that's kept us free: God, Guns, Guts! Border Hawk #AmericaFirst #buildthewall #redwaverising #MAGA #bacon #BoycotNFL #DrainTheSwamp #Brexit"	7/19/18 20:39	854	231	FALSE	FALSE
AmandaGlasscoc3	9	312	"Cape Girardeau, MO"	https://twitter.com/AmandaGlasscoc3	US News US News News General News Television Books	8/3/17 22:02	6	109	TRUE	TRUE
digiboard	325	1274		https://twitter.com/digiboard	"Grew up in the 80's watching The 🄼cLaughlin Group, Wall $treet Week, and 🄰dmiring Rea🄶an, William F. Buckley Jr, M. H. Th🄰tcher, and Jeane Kirkpatrick. 🇺🇸"	5/5/09 13:45	8551	23574	FALSE	FALSE
RepSonya131	1730	705		https://twitter.com/RepSonya131	State Representative District 131 - Missouri House of Representatives	4/30/09 14:42	893	2322	FALSE	FALSE
RogerCriblez	288	661	"Bluffton,  OH"	https://twitter.com/RogerCriblez	A CPA by trade. Constitutional and social conservative. God + Country. #HarleyDavidson #gobucks #walkaway. #whatsyourupventur. #buildthewall	9/11/15 19:27	1846	7655	TRUE	FALSE
aaron_hawley	90	272	"houston, texas"	https://twitter.com/aaron_hawley	"Believer, Husband, Father of 3, Outdoorsman, Former PGA Member, Pitmaster, and a Mississippi State Bulldog"	8/28/11 14:20	513	382	TRUE	FALSE
MonicaPartridg6	2670	3455	Alloa Scotland	https://twitter.com/MonicaPartridg6	Writer/Poet: Heart and Spirit Volume 1/Volume 2. #Q #WWG1WGA 🇺🇸 #POTUS #MAGA  #Trump🚂 #USA #ProLife 🇺🇸#BuildTheWallCrimeWillFall 🚫Islam	7/17/18 16:27	2347	6119	FALSE	FALSE
bbyfacebeauty27	1688	2119		https://twitter.com/bbyfacebeauty27	28. Avid History lover. Typical millenial who loves her dog.  Stay Weird 👽 Question Everything. Think For Yourself. #WDE🏈	8/25/17 0:33	5445	79585	TRUE	FALSE
jy1967a32	433	714	Missouri	https://twitter.com/jy1967a32		1/22/15 0:18	9133	597	TRUE	FALSE
jrad507	21	437		https://twitter.com/jrad507		4/28/09 0:30	8	3	TRUE	TRUE
Tspinnerchaser	2887	4856		https://twitter.com/Tspinnerchaser	"Storm chaser, #MAGA junkie, Former State and County field chairman, Investi Reporting, former EMS, LEO,  MGR, PIO, & Lover of diving in Maui Followed by CVPAYNE"	5/16/15 22:14	43523	22229	TRUE	FALSE
itsangfyi	2535	4294		https://twitter.com/itsangfyi	"#MAGA2016,#KAG2020,#BUILDTHEWALL,#DRAINTHESWAMP,#TRUMP,#WALKAWAY"	7/6/12 12:03	18836	24480	TRUE	FALSE
RhoadesJill	69	556		https://twitter.com/RhoadesJill		5/10/14 19:59	44	24109	TRUE	TRUE
neildajew	226	998	"Springfield, Missouri USA"	https://twitter.com/neildajew	I'm pretty fly for a white guy! 😎#Jewish #music #singing #photography #travelling #multilingual #laughing #reading #thrifting	2/8/10 3:00	4776	17673	FALSE	FALSE
tobyFX74	259	2361		https://twitter.com/tobyFX74		12/4/13 2:15	4650	2266	TRUE	FALSE
Mrs_Beahm	3341	4792	westminster maryland	https://twitter.com/Mrs_Beahm	Conservative mom of 2 #TrumpIsMyPresident Pro-Life #cnnSucks #buildTheWall #taxReform 🇺🇸😀❄️❤️✝️	4/9/11 2:19	21642	6142	FALSE	FALSE
HewittCarolyn	3	204		https://twitter.com/HewittCarolyn		3/6/12 0:15	2	35	FALSE	FALSE
DebMansf57	1	138	"Illinois, USA"	https://twitter.com/DebMansf57		9/18/18 10:54	7	55	TRUE	FALSE
SeAnnDegenhardt	92	263		https://twitter.com/SeAnnDegenhardt		8/18/11 14:52	298	1769	FALSE	FALSE
jrw3210	545	4780	N/A	https://twitter.com/jrw3210	"Film Buff/loves writing, art, theatre, & music. WW-P HS South Class of 2015"	2/28/14 23:53	2942	91860	TRUE	FALSE
chip_brockhaus	15396	16446	"Louisiana, USA"	https://twitter.com/chip_brockhaus	"God, Family, Country. Ret. 30+ yr LEO, Risk Manager, #Patriot #Christian #Trump2020 #MAGA #BlueLivesMatter #2A Lifetime #NRA ΜΟΛΩΝ ΛΑΒΕ 🇺🇸 #MolonLabe"	8/14/16 14:52	9654	26105	TRUE	FALSE
Lisa22545183	14006	14261	"Georgia, USA"	https://twitter.com/Lisa22545183	"God Bless our military. Blue Lives Matter. Trump/Pence 2020🇺🇸 I love my President🇺🇸❤️Vote Republican, save the USA #WalkAway. Happily MARRIED!!"	7/18/15 20:43	140644	142548	TRUE	FALSE
Swamp_Fever2020	19633	19727	"Kentwood, LA"	https://twitter.com/Swamp_Fever2020	"#Deplorable #Maga #1A #2A #TrumpTrain #OneNationUnderGod🇺🇸💯Mother of 3 children, a gay conservative, autistic son, and a dingy blonde."	2/13/18 19:11	95482	72552	TRUE	FALSE
CatherineTholl	9857	9575	Adirondacks NY	https://twitter.com/CatherineTholl	"#LoveMyPresident, my dogs, music, art & people. Liberty lover and defender of our 2nd Amendment. Trump peeps follow me ❤ I follow back🇺🇸No DM's plz."	10/9/14 13:27	47499	93929	FALSE	FALSE
Pubstuffnsuch	4234	4605	"Charlotte, NC"	https://twitter.com/Pubstuffnsuch	Carolina Panthers & Syracuse Orange. Common sense is not a flower that grows in everyone’s garden. I do get political here. #2A #NRA 🇺🇸🇺🇸🇺🇸	2/7/10 16:03	4172	3474	TRUE	FALSE
GobertK	154	335		https://twitter.com/GobertK	Christ follower.	10/17/12 1:45	3952	25135	FALSE	FALSE
Funsister2	155	2274	"Wilmington, Ohio"	https://twitter.com/Funsister2		8/4/09 13:48	0	744	TRUE	FALSE
Michael18195389	6	428		https://twitter.com/Michael18195389		1/25/18 16:27	0	4	TRUE	TRUE
NicolePerrine5	239	474		https://twitter.com/NicolePerrine5		6/19/18 15:22	1785	3918	TRUE	FALSE
Hille2Slick	203	1083		https://twitter.com/Hille2Slick	"IOTA  *  MAGA“If the freedom of speech is taken away then dumb and silent we may be led, like sheep to the slaughter.” - George Washington"	4/18/18 22:34	1312	15009	TRUE	FALSE
hgilly_	28	89		https://twitter.com/hgilly_	"Agriculture Advocate, Motivational Speaker, Pink Glitter Enthusiast, World Traveler🌵"	2/13/18 6:10	14	4	TRUE	FALSE
Swamp_Sagacity	427	1162	"Florida, USA"	https://twitter.com/Swamp_Sagacity	"I am who I say I am, not who you say I am. What you think of me is your problem. Retweets & Follows do not equal endorsements."	2/23/18 3:39	5048	3463	TRUE	FALSE
ForsteAarron	0	6		https://twitter.com/ForsteAarron		9/19/18 14:40	0	0	TRUE	FALSE
iamwhitneysmith	699	501	"Washington, DC"	https://twitter.com/iamwhitneysmith	Press Secretary for @HawleyMO | Opinions are my own	5/17/11 3:04	761	2985	FALSE	FALSE
skippyswife99	225	1196	"Lone Jack, Missouri"	https://twitter.com/skippyswife99	Fighting @MOdnr @HawleyMO @MissouriGOP & possibly the world’s largest under roof beef CAFO. I married into 1/3 Century Farms that border said CAFO.	6/26/15 19:49	3695	16679	TRUE	FALSE
PCresister	191	481	United States	https://twitter.com/PCresister	Politically Incorrect & unapologetic conservative adorable deplorable gun loving Bible clinger. #followback no porn Caution: I suffer idiotic ideology poorly.	8/12/16 2:21	455	37	TRUE	FALSE
JonDaMuffinMan	144	241	Maryville	https://twitter.com/JonDaMuffinMan		8/21/12 5:24	500	173	TRUE	FALSE
CampusMartian	474	1880	"utopia planetia, mars"	https://twitter.com/CampusMartian	"omnia vencit veritas. Just a centurion, on the eve of Pharsalus. #MAGA              🇺🇸🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿"	10/8/15 18:32	4442	60450	TRUE	FALSE
USA1stWins	14446	14713	USA	https://twitter.com/USA1stWins	"God & Country, Independent American Nationalist, DJTRUMP is POTUS, Porn will be blocked #MAGA 🇺🇸 #Trump2020 #KAG #NRA #2ndA,Proudly Followed by Gen Flynn 🇺🇸"	1/27/16 16:07	65786	105999	TRUE	FALSE
clareeroth	42	314	"Columbia, MO"	https://twitter.com/clareeroth	@EUReuters Editorial Intern / formerly @Comissourian / Turkish Critical Language Scholar	2/13/17 0:37	305	76	TRUE	FALSE
Camilo_D_Rdrgz	236	376	Kadath	https://twitter.com/Camilo_D_Rdrgz	"American conservative polemicist. kah-MEE-lo https://t.co/ZIm8knrBgc Drink life like water, death like wine."	10/11/10 21:04	1555	4180	FALSE	FALSE
r11119	9349	9540	United States	https://twitter.com/r11119	Trump alone respects our vote by keeping promises. Promises kept deserve our support! I follow if your Bio insures your #MAGA #KAG #TrumpTrain #Trumpsters	8/28/12 19:08	87691	13048	TRUE	FALSE
padilla77s	2148	1666	"Albuquerque, NM"	https://twitter.com/padilla77s	#GodFearing#MAGA#INYOURCORNER #Hispanic4Trump #StayStrong	7/15/11 17:05	73643	76086	TRUE	FALSE
rickettsmaryann	1688	2047	"Missouri, USA"	https://twitter.com/rickettsmaryann	"God, family, country. My husband melts my heart. I am very blessed. God bless the United States of America. #MAGA 🇺🇸🇺🇸🇺🇸"	10/9/15 13:36	399	26103	TRUE	FALSE
rapanded	4025	4993		https://twitter.com/rapanded	"#MAGA Love my family, my country and my president!!"	11/23/16 22:10	15631	127339	TRUE	FALSE
realCRShockley	7	141		https://twitter.com/realCRShockley	meh	3/4/18 1:50	39	145	TRUE	FALSE
bmorris16	3206	4149	Copperas Cove TX	https://twitter.com/bmorris16	#MAGA #Americans are dreamers too	1/23/09 23:39	24580	4309	FALSE	FALSE
BobbieJoLea	25	129	"Missouri, USA"	https://twitter.com/BobbieJoLea	Everyone's Hometown Girl Car Sales Pro	8/2/17 4:42	16	12	TRUE	FALSE
Churchhill2112	2204	2146	Michigan	https://twitter.com/Churchhill2112	"Proud American Male. 100% Deplorable, Trump Supporter  #MAGA #TRUMP2020 #WINNING #BuildTheWall #NRA #2A #WWG1WGA #FinshTheWall #AmericaFirst, Happily married"	1/28/18 1:57	29918	25345	TRUE	FALSE
watchingfoxes	4982	4552	"Tennessee, USA"	https://twitter.com/watchingfoxes	"If you don't like me working with President Trump to make the world a better place, I don't give a s--t. Sen. Lindsay Graham  (Me Too!)#IStandWithFlynn"	7/25/16 4:32	68165	375580	TRUE	FALSE
joeqdiner	5548	5662	"St Louis, MO"	https://twitter.com/joeqdiner	#MAGA ❌Build the Wall! Mishandling classified documents is a federal crime! Obamacare caused #olderworkergenocide For only $2900/mth I get to keep my plan & Dr!	5/3/15 0:51	7900	18500	TRUE	FALSE
RGinaRenee	17	297		https://twitter.com/RGinaRenee		7/22/17 17:55	48	78	TRUE	FALSE
_bkribb	0	134		https://twitter.com/_bkribb	You can climb any old mountain; once you make up your mind!	8/8/13 16:08	8	254	TRUE	FALSE
MaryHan40222806	16	870		https://twitter.com/MaryHan40222806		5/21/16 18:33	44	19437	TRUE	TRUE
Go1gotha	689	1856	"Texas, USA"	https://twitter.com/Go1gotha	"Christian, Conservative, Trump supporter, proud American, proud Texan. I rt a lot... it’s an obsession. Shoutouts are cool, lists are a no go..."	8/4/17 0:52	2306	7376	TRUE	FALSE
realGavinSample	130	238		https://twitter.com/realGavinSample	"If you never try, you'll never win."	11/5/14 23:54	180	4630	TRUE	FALSE
Bear98Postal	158	369	"Missouri, USA"	https://twitter.com/Bear98Postal	I am a bear. I work at the post office. This is https://t.co/7IDoW8Ah9W.	2/19/18 1:52	1418	4082	TRUE	FALSE
trdstr2000	1101	3787	"High Ridge, MO"	https://twitter.com/trdstr2000		9/5/16 18:19	1008	14380	FALSE	FALSE
PamperLesMadmen	568	1458	The Pale Blue Dot	https://twitter.com/PamperLesMadmen	Evil isn’t the real threat...Stupid is...What we really need is a crusade against Stupid. That might actually make a difference.Jim Butcher	1/14/14 1:46	3986	9153	TRUE	FALSE
laurajo58	24	444	"Concord, MO"	https://twitter.com/laurajo58	Government News News Leaderships	1/13/16 23:56	239	80	TRUE	FALSE
jessrosell	183	565	"Wichita, KS"	https://twitter.com/jessrosell	"Follower of Jesus || Wife to @evanrosell || Mom to Peter, Rhett & Isaac || Attorney"	5/22/11 3:22	660	798	TRUE	FALSE
DraftRider100	2886	4999	"Missouri, USA"	https://twitter.com/DraftRider100	#2AShallNotBeInfringed #CommunismKills #BuildTheWall #BanSharia #Trump2020 Remove Adam Schiff from House Intel Comm!#UkraineCollusion #HillaryForPrison #MAGA	7/14/16 23:00	32971	24742	TRUE	FALSE
alana_austin	2186	1394	"Washington, DC"	https://twitter.com/alana_austin	Washington Reporter for @GrayDCnews covering the White House & Congress for 91 TV markets | Proud Tar Heel 🐏 & rescue dog mom 🐶	4/12/10 18:40	18502	1555	FALSE	FALSE
KalenaBruce	476	720		https://twitter.com/KalenaBruce	5th generation farmer & CPA from SW Missouri. Your opinion doesn’t offend me so please don’t let mine offend you.	6/28/16 0:43	371	4029	TRUE	FALSE
cbsgy12	7	43		https://twitter.com/cbsgy12		3/4/15 4:56	287	90	TRUE	FALSE
lindsperkvols	471	4990	DC / MD | TN	https://twitter.com/lindsperkvols	"proud Tennessean. #RockyTop alum. @J_Pittsy's ride-or-die. #bluefamily | researcher.🤓 | former: @NRSC Research, @FreedomPartners, @NRCC Research, Capitol Hill."	1/12/11 18:42	1536	11283	FALSE	FALSE
ChristianHealy	16	766		https://twitter.com/ChristianHealy		1/12/16 15:37	0	9325	TRUE	FALSE
JoeHadsall	113	290		https://twitter.com/JoeHadsall	"Digital editor, reporter and website wizard for @JoplinGlobe. If you're a magician, play Destiny or a Saints fan, we'll get along splendidly."	5/3/17 16:11	1360	355	FALSE	FALSE
pete612	91	571	Hoth	https://twitter.com/pete612	Found Captain Skywalker and Captain Solo. Used tow hook and cables.	12/5/08 1:59	675	3403	TRUE	FALSE
SmannDoo	264	1493	"Missouri, USA"	https://twitter.com/SmannDoo	The thought of HRC becoming President drove me to tears & prayers & now a staunch @realDonaldTrump supporter 🇺🇸It doesn’t get easier-you get stronger🇺🇸	8/3/16 21:58	2790	5808	TRUE	FALSE
emmatho42965365	13	15		https://twitter.com/emmatho42965365	Field Director in St. Charles #changetheculture one step at a time. Seeing the beauty in life and loving the hear and now.	8/23/18 14:27	10	5	TRUE	FALSE
Isaac_G_Hampton	134	158	"Missouri, USA"	https://twitter.com/Isaac_G_Hampton	Chairman of TSU College Republicans / Radio host of Across the Aisle / Economics major 2020	5/6/11 23:27	500	529	FALSE	FALSE
KincheloeVern	1	39		https://twitter.com/KincheloeVern		4/2/16 16:42	78	185	TRUE	TRUE
drhea926	147	699	"Missouri, USA"	https://twitter.com/drhea926		10/27/14 12:37	4373	25397	FALSE	FALSE
NicholasalohciN	79	125	"Columbia, Missouri"	https://twitter.com/NicholasalohciN	Missourian / Photographer / Filmmaker / Designer / Pizza Enthusiast / Currently Media Producer @ Missouri Farm Bureau /Opinions are my own.	8/24/09 16:18	576	21	FALSE	FALSE
jtay86	27	166	Earth	https://twitter.com/jtay86		2/8/11 15:22	294	1698	TRUE	FALSE
ValerieLeaReill	16	93	"Harrisonville, mo"	https://twitter.com/ValerieLeaReill	"Hometown - Cedar Rapids, IA"	5/26/11 12:09	483	227	TRUE	FALSE
joshbrenneman	56	846	"Iowa, USA"	https://twitter.com/joshbrenneman		9/11/10 3:06	1703	2480	TRUE	FALSE
rjrmadair	663	562		https://twitter.com/rjrmadair		5/10/13 15:07	4670	38887	TRUE	FALSE
EdwardMoser1	4198	2615	http://www.wordsmithwizard.com	https://twitter.com/EdwardMoser1	"Books: Foundering Fathers, A Patriot's A to Z America, The Politically Correct Guide; jokewriter The Tonight Show; speeches Pres. George H.W. Bush.#Writer"	8/31/11 17:54	11478	535	TRUE	FALSE
rusty233457	250	4452	"Washington, DC"	https://twitter.com/rusty233457	Legislative Assistant- Congressman Jim Banks	9/22/13 16:14	4	4	TRUE	FALSE
whatsoeverido	135	165	Kentucky	https://twitter.com/whatsoeverido	I’m here to avoid friends on Facebook.	11/13/11 23:49	7975	6885	FALSE	FALSE
Juliepcat3	2349	3134	"Missouri, USA"	https://twitter.com/Juliepcat3	"Conservative, crazy cat lady. I love kids, books, and  old movies. Government & Politics #maga #kag"	3/15/17 3:21	5250	45812	TRUE	FALSE
camillegallo	1127	1015	Washington DC	https://twitter.com/camillegallo	@NRCC Comms//Former: @NRSC @RepTomMacArthur @FoxBusiness	2/23/09 14:45	10817	1520	FALSE	FALSE
Hot_Desert_Sky	1734	3378		https://twitter.com/Hot_Desert_Sky	"#JesusisComingSoon * Full Armor of God #MAGA #KAG *Face of Fibromyalgia & Cushing's Syndrome * Finding My Voice in Spite of Depression, Pain & Chronic Migraines"	7/12/17 1:34	1725	1420	FALSE	FALSE
Motherof71111	150	304		https://twitter.com/Motherof71111	... from darkness to light💥... ensuring the next generations live free...      🇺🇸🇺🇸🇺🇸#TrustThePlan #WWG1WGA  #MAGA #Qanon	2/15/14 1:54	123	1032	TRUE	FALSE
GopSemo	16	25	"623 S Silver Springs Rd Ste 600, Cape Girardeau, MO 63701"	https://twitter.com/GopSemo	“Most bad government has grown out of too much government” -Thomas Jefferson ---                      aholt@mogop.org or (573)683-0908 for info	7/6/18 18:22	64	48	FALSE	FALSE
ashlyn_ohara	141	1032	"CA, NYC, MO"	https://twitter.com/ashlyn_ohara	"Data journalism student @MUJSchool. Reporter @CoMissourian. Sharing what I read/watch/listen to. Hails from Chula Vista, CA. She/her/hers."	4/13/13 18:22	1672	7854	FALSE	FALSE
AshtynCarothers	53	239		https://twitter.com/AshtynCarothers	Christian• Conservative• advocate for the unborn• MO GOP	9/12/18 15:12	31	138	TRUE	FALSE
Verita146	23	295	United States	https://twitter.com/Verita146		10/25/16 6:45	1054	194	TRUE	TRUE
gtatki	232	337	"Chesterfield, MO"	https://twitter.com/gtatki	Attorney focusing on tax law.	10/23/09 18:58	7150	33379	FALSE	FALSE
smcdesq	1744	2087	"Missouri, USA"	https://twitter.com/smcdesq	"Chief Strategist North Horizon Consulting; Married to @ScrgMcD & mother of 2 sets of twins, 1 singleton; US Air Force Veteran @mcdowellformo"	11/26/14 18:33	2624	2790	FALSE	FALSE
KalvinSMAGA	1101	1830	"Illinois, USA"	https://twitter.com/KalvinSMAGA	I am a husband a dad and a G Pa.  I am a Patriot Guard Rider. I’m a CONSERVATIVE and PATRIOT. Dad was Korean and Vietnam Veteran. GO DAWGS. GA BOY	3/6/12 23:02	2065	1077	TRUE	FALSE
SMorganAZ	1085	872	"Washington, DC"	https://twitter.com/SMorganAZ		5/2/11 4:20	977	2020	TRUE	FALSE
Liberty828	356	1133	USA	https://twitter.com/Liberty828	"Was the 2nd like, on one of @realdonaldtrump's tweets...lolNot a globalist, Reciprocal & Fair Trade, American Steel, Coal, and Oil#MAGA #KAG #BuildThatWall"	9/4/10 4:09	1650	4998	TRUE	TRUE
Anderson_TylerM	1257	632	" Cape Girardeau, Missouri "	https://twitter.com/Anderson_TylerM	| ICU RN | Murray State Alumni | SEMO Family Nurse Practitioner Student | 🐘	1/3/11 4:06	9988	8035	TRUE	FALSE
KariG50	3	68		https://twitter.com/KariG50		3/16/13 12:45	37	311	TRUE	FALSE
lancemeehl	103	193		https://twitter.com/lancemeehl	just a human and i Love Water :) if this makes me crazy :) then call me crazy :) #crazy	6/12/15 17:19	3511	1264	TRUE	FALSE
SpaldingGroup	233	1369	"Louisville, KY"	https://twitter.com/SpaldingGroup	"#RepublicanSource for 30 years for web, print, design, ecommerce. Serving campaigns/organizations.  See also: https://t.co/SyKqt57xgf"	5/23/13 18:34	184	0	TRUE	FALSE
JustinBStratton	10	127	"Seattle, WA"	https://twitter.com/JustinBStratton	"Consultant, Political junky - strong independent, Montana raised and educated, PNW is home 🇺🇸"	7/24/11 2:30	87	132	TRUE	FALSE
joleary_o	169	521	"Virginia, USA"	https://twitter.com/joleary_o	Director of Targeted Engagement @GOP	2/9/16 17:59	220	1120	TRUE	FALSE
Claudia__Cares	34	862		https://twitter.com/Claudia__Cares		11/13/15 0:22	517	897	TRUE	TRUE
JohnLopez22	11	503		https://twitter.com/JohnLopez22		5/28/11 20:05	3	728	TRUE	FALSE
RBYoungRep	273	253		https://twitter.com/RBYoungRep		8/6/15 0:03	127	48	TRUE	FALSE
just_linds_	341	142		https://twitter.com/just_linds_		9/14/11 5:21	17950	10705	FALSE	FALSE
DeanEggerding	6	56		https://twitter.com/DeanEggerding		11/24/15 17:44	0	7	TRUE	FALSE
eclark23	42	184	"St. Louis, MO"	https://twitter.com/eclark23	St. Louis Cardinals fan and St. Louis Blues fan. Future Tesla owner. Lovin' life in The Lou....onward and upward!	4/18/09 4:34	2403	1255	FALSE	FALSE
matt_bain007	392	1289	"Sikeston, MO"	https://twitter.com/matt_bain007	"Southeast Missouri, Politics, Agriculture. RT not necessarily an endorsement. Views my own"	5/29/12 3:44	430	1613	TRUE	FALSE
MSchumacher	12559	11928	#ShowMe	https://twitter.com/MSchumacher	These are the times that try men's souls...T. Paine. #FormerFetus #10A #2A #Israel #SOT #DrainTheSwamp #LimitedGovernment #EnumeratedPowers	7/23/11 12:45	54173	4361	FALSE	FALSE
lesleyinmo	50	172		https://twitter.com/lesleyinmo		3/22/12 1:55	47	97	TRUE	FALSE
DennisGannon1	14	54		https://twitter.com/DennisGannon1		11/13/11 21:41	8	4	TRUE	FALSE
cherkies	624	1505		https://twitter.com/cherkies		10/23/13 2:48	12321	10712	TRUE	FALSE
tracymbyrd	33	112	"Kansas City, MO"	https://twitter.com/tracymbyrd	@MissouriGOP Former Platte County Field Organizer	8/30/18 17:59	48	54	TRUE	FALSE
schwerdtaaa	44	168		https://twitter.com/schwerdtaaa	pantherFan	9/17/09 19:57	208	1103	FALSE	FALSE
AlMeyer19	924	1005		https://twitter.com/AlMeyer19	"Currently @GOP Data | State Director for @GOP, @TrumpInaugural, & @RoyBluntMO Alum | Hotty Toddy | STL Native |"	7/12/11 19:28	4002	6667	FALSE	FALSE
JDKeyCO	196	1525	"Denver, CO"	https://twitter.com/JDKeyCO	CO Native - Politico - Director of Outreach @BPStrategiesPR - Tweets are my own.	5/6/15 0:38	249	389	FALSE	FALSE
LPE_IV	640	359	"Washington, DC"	https://twitter.com/LPE_IV	"@GOP Regional Data Director || @TheDataTrust, @VA_GOP & @ScottWalker alum || @UWMadison grad || Cheesehead & Badger"	4/11/09 22:46	239	1288	FALSE	FALSE
Melody_Cowdrey	113	1130	"St Joseph, MO"	https://twitter.com/Melody_Cowdrey		12/18/14 21:26	66	10986	TRUE	FALSE
ChandlerHaynes6	1347	1627	"SW Missouri, USA"	https://twitter.com/ChandlerHaynes6	"Legislative staff, Office of Senator Eric Burlison. Proud Republican🇺🇸"	1/2/18 9:57	229	3379	TRUE	FALSE
fuzeblue2	49	188	USA	https://twitter.com/fuzeblue2		5/18/11 3:23	670	38	FALSE	FALSE
ThomasRiggs10	141	221	Missouri 	https://twitter.com/ThomasRiggs10	hi	3/6/11 22:41	278	553	TRUE	FALSE
jingsun02261	116	348	"St.Louis,USA and Beijing,China"	https://twitter.com/jingsun02261	"Proud of being a BeijingerMissouri Republican Party at St.Charles & Sinovision NYC,InternRTs≠endorsementsViews are my ownGoal: a PhD prgm 2020"	7/12/18 4:12	593	925	TRUE	FALSE
TipGhosh	465	1314	"New York, NY"	https://twitter.com/TipGhosh	"Federal Reserve expert; Investment Management; Founder, Headstream Capital Partners; Stuyvesant HS, Michigan Alumnus City of London Born"	9/21/15 3:57	6794	15	TRUE	FALSE
